student_id,student_name,class,age,gender,ethnicity,disability_status,family_size,favorite_subjects,access_to_constant_electricity,on_scholarship,sleep,average_study_time,enjoy_reading,enjoy_dancing,enjoy_socialising,anxiety_before_during_exams,distance_to_school,mode_of_transportation,parent_id,parent_name,gender_parent,email,familyincomerange,numberofchildren,occupation,houseownership,educationlevel,maritalstatus,location,age_parent,workhoursperweek,employmentstatus,transportationmode,internetaccess,qualification,phone_number,academic_record_id,subject_id,attendance_percentage,assignment_score,exam_score,final_grade,evaluation_id,evaluation_date,comments,point,subject,totaldayspresent,attendancepercentage_overall,target
OGB/2024/105,Temitope Olaniyi,SS3,18,Female,Hausa,True,4,English Language,True,True,>8 hours,<1 hour,False,False,False,False,far,trekking,parent#106,Chinwe Adebayo,Male,chinweadebayo@gmail.com,"#30,001 - #70,000",1,Unemployed,Rent,Master's Degree,Single,Urban,older,49,Freelance,Bike,True,Masters,2345295366353,954,subject_29,51.63,95.9,72.47,74.23,954,2024-09-26,Fair performance,6,Islamic Religious Studies,62,88.57142857142857,Pass
OGB/2024/105,Temitope Olaniyi,SS3,18,Female,Hausa,True,4,English Language,True,True,>8 hours,<1 hour,False,False,False,False,far,trekking,parent#106,Chinwe Adebayo,Male,chinweadebayo@gmail.com,"#30,001 - #70,000",1,Unemployed,Rent,Master's Degree,Single,Urban,older,49,Freelance,Bike,True,Masters,2345295366353,955,subject_16,71.3,82.78,75.72,75.71,945,2024-09-19,Very bad performance,0,Further Mathematics,62,88.57142857142857,Pass
OGB/2024/105,Temitope Olaniyi,SS3,18,Female,Hausa,True,4,English Language,True,True,>8 hours,<1 hour,False,False,False,False,far,trekking,parent#106,Chinwe Adebayo,Male,chinweadebayo@gmail.com,"#30,001 - #70,000",1,Unemployed,Rent,Master's Degree,Single,Urban,older,49,Freelance,Bike,True,Masters,2345295366353,957,subject_17,94.22,78.25,45.49,61.08,950,2024-10-03,Below average performance,2,Economics,62,88.57142857142857,Fail
OGB/2024/105,Temitope Olaniyi,SS3,18,Female,Hausa,True,4,English Language,True,True,>8 hours,<1 hour,False,False,False,False,far,trekking,parent#106,Chinwe Adebayo,Male,chinweadebayo@gmail.com,"#30,001 - #70,000",1,Unemployed,Rent,Master's Degree,Single,Urban,older,49,Freelance,Bike,True,Masters,2345295366353,958,subject_26,66.21,46.14,94.16,76.01,953,2024-10-03,Below average performance,2,Financial Accounting,62,88.57142857142857,Fail
OGB/2024/105,Temitope Olaniyi,SS3,18,Female,Hausa,True,4,English Language,True,True,>8 hours,<1 hour,False,False,False,False,far,trekking,parent#106,Chinwe Adebayo,Male,chinweadebayo@gmail.com,"#30,001 - #70,000",1,Unemployed,Rent,Master's Degree,Single,Urban,older,49,Freelance,Bike,True,Masters,2345295366353,960,subject_1,56.2,49.01,40.54,44.88,946,2024-10-03,Below average performance,2,Mathematics,62,88.57142857142857,Fail
OGB/2024/105,Temitope Olaniyi,SS3,18,Female,Hausa,True,4,English Language,True,True,>8 hours,<1 hour,False,False,False,False,far,trekking,parent#106,Chinwe Adebayo,Male,chinweadebayo@gmail.com,"#30,001 - #70,000",1,Unemployed,Rent,Master's Degree,Single,Urban,older,49,Freelance,Bike,True,Masters,2345295366353,961,subject_27,80.74,70.75,63.18,65.5,949,2024-09-07,Below average performance,2,French,62,88.57142857142857,Pass
OGB/2024/106,Doyin Tajudeen,Jss 2,11,Male,Hausa,True,1,History,True,True,<6 hours,1 - 2 hours,False,True,False,True,far,tricycle,parent#107,Damilola Obinna,Male,damilolaobinna@gmail.com,"<#30,000",2,Unemployed,Owned,Bachelor's Degree,Single,Rural,25-34,31,Freelance,Bike,True,Diploma,2348285892694,964,subject_13,86.83,90.08,67.39,77.59,956,2024-09-29,Excellent performance,10,Biology,63,90.0,Pass
OGB/2024/106,Doyin Tajudeen,Jss 2,11,Male,Hausa,True,1,History,True,True,<6 hours,1 - 2 hours,False,True,False,True,far,tricycle,parent#107,Damilola Obinna,Male,damilolaobinna@gmail.com,"<#30,000",2,Unemployed,Owned,Bachelor's Degree,Single,Rural,25-34,31,Freelance,Bike,True,Diploma,2348285892694,966,subject_16,78.98,47.21,83.59,77.93,955,2024-09-22,Excellent performance,10,Further Mathematics,63,90.0,Fail
OGB/2024/106,Doyin Tajudeen,Jss 2,11,Male,Hausa,True,1,History,True,True,<6 hours,1 - 2 hours,False,True,False,True,far,tricycle,parent#107,Damilola Obinna,Male,damilolaobinna@gmail.com,"<#30,000",2,Unemployed,Owned,Bachelor's Degree,Single,Rural,25-34,31,Freelance,Bike,True,Diploma,2348285892694,969,subject_17,91.99,90.36,85.85,85.78,957,2024-09-08,Very bad performance,0,Economics,63,90.0,Pass
OGB/2024/107,Ololade Tajudeen,Jss 1,11,Female,Igbo,True,1,Biology,True,True,6 - 8 hours,4 - 6 hours,True,True,False,True,far,trekking,parent#108,Uche Ogundipe,Female,ucheogundipe@gmail.com,"#120, 001 - #200,000",3,Employed,Rent,High School,Widowed,Suburban,25-34,16,Full-time,Trekking,False,Diploma,2349309279227,973,subject_1,50.26,96.36,45.39,56.61,964,2024-09-27,Excellent performance,10,Mathematics,63,90.0,Fail
OGB/2024/107,Ololade Tajudeen,Jss 1,11,Female,Igbo,True,1,Biology,True,True,6 - 8 hours,4 - 6 hours,True,True,False,True,far,trekking,parent#108,Uche Ogundipe,Female,ucheogundipe@gmail.com,"#120, 001 - #200,000",3,Employed,Rent,High School,Widowed,Suburban,25-34,16,Full-time,Trekking,False,Diploma,2349309279227,977,subject_6,55.77,90.65,66.88,72.04,968,2024-09-26,Fair performance,6,Agricultural Science,63,90.0,Pass
OGB/2024/108,Temitope Awojobi,SS3,14,Male,Yoruba,False,1,Civic Education,True,True,<6 hours,> 6 hours,True,False,False,False,close,private/family car,parent#109,Kehinde Akinyemi,Male,kehindeakinyemi@gmail.com,"<#30,000",1,Self Employed,Owned,PhD,Divorced,Urban,35-44,38,Part-time,Bus,True,Diploma,2348530483779,979,subject_1,94.13,53.62,53.16,64.04,974,2024-10-07,Excellent performance,10,Mathematics,58,82.85714285714286,Pass
OGB/2024/109,Tunde Ajayi,SS2,16,Male,Hausa,True,0,Biology,False,True,6 - 8 hours,4 - 6 hours,True,False,False,True,close,trekking,parent#110,Bukola Tajudeen,Male,bukolatajudeen@gmail.com,"<#30,000",0,Self Employed,Owned,Master's Degree,Widowed,Urban,45-54,0,Part-time,Bus,True,Bachelors,2341705638884,989,subject_24,57.06,64.38,98.9,85.69,986,2024-09-09,Good performance,8,Computer Studies,63,90.0,Pass
OGB/2024/109,Tunde Ajayi,SS2,16,Male,Hausa,True,0,Biology,False,True,6 - 8 hours,4 - 6 hours,True,False,False,True,close,trekking,parent#110,Bukola Tajudeen,Male,bukolatajudeen@gmail.com,"<#30,000",0,Self Employed,Owned,Master's Degree,Widowed,Urban,45-54,0,Part-time,Bus,True,Bachelors,2341705638884,992,subject_5,54.57,68.42,62.06,63.06,990,2024-09-23,Fair performance,6,Civic Education,63,90.0,Pass
OGB/2024/109,Tunde Ajayi,SS2,16,Male,Hausa,True,0,Biology,False,True,6 - 8 hours,4 - 6 hours,True,False,False,True,close,trekking,parent#110,Bukola Tajudeen,Male,bukolatajudeen@gmail.com,"<#30,000",0,Self Employed,Owned,Master's Degree,Widowed,Urban,45-54,0,Part-time,Bus,True,Bachelors,2341705638884,993,subject_26,71.45,69.44,46.76,56.14,991,2024-10-01,Excellent performance,10,Financial Accounting,63,90.0,Fail
OGB/2024/109,Tunde Ajayi,SS2,16,Male,Hausa,True,0,Biology,False,True,6 - 8 hours,4 - 6 hours,True,False,False,True,close,trekking,parent#110,Bukola Tajudeen,Male,bukolatajudeen@gmail.com,"<#30,000",0,Self Employed,Owned,Master's Degree,Widowed,Urban,45-54,0,Part-time,Bus,True,Bachelors,2341705638884,994,subject_13,64.55,49.41,43.96,48.22,983,2024-09-25,Average performance,4,Biology,63,90.0,Fail
OGB/2024/109,Tunde Ajayi,SS2,16,Male,Hausa,True,0,Biology,False,True,6 - 8 hours,4 - 6 hours,True,False,False,True,close,trekking,parent#110,Bukola Tajudeen,Male,bukolatajudeen@gmail.com,"<#30,000",0,Self Employed,Owned,Master's Degree,Widowed,Urban,45-54,0,Part-time,Bus,True,Bachelors,2341705638884,997,subject_29,50.36,75.26,42.37,48.69,989,2024-10-02,Good performance,8,Islamic Religious Studies,63,90.0,Fail
OGB/2024/109,Tunde Ajayi,SS2,16,Male,Hausa,True,0,Biology,False,True,6 - 8 hours,4 - 6 hours,True,False,False,True,close,trekking,parent#110,Bukola Tajudeen,Male,bukolatajudeen@gmail.com,"<#30,000",0,Self Employed,Owned,Master's Degree,Widowed,Urban,45-54,0,Part-time,Bus,True,Bachelors,2341705638884,998,subject_18,80.84,62.25,46.01,53.79,985,2024-10-05,Very bad performance,0,Geography,63,90.0,Fail
OGB/2024/110,Nneka Idowu,Jss 2,13,Male,Yoruba,True,0,Fine Arts,True,False,6 - 8 hours,1 - 2 hours,True,True,False,True,far,trekking,parent#111,Damilola Obi,Male,damilolaobi@gmail.com,"<#30,000",5,Unemployed,Owned,Bachelor's Degree,Married,Urban,older,40,Full-time,Bike,True,None,2344173554352,1003,subject_5,53.4,41.71,51.9,48.09,997,2024-09-08,Good performance,8,Civic Education,60,85.71428571428571,Fail
OGB/2024/110,Nneka Idowu,Jss 2,13,Male,Yoruba,True,0,Fine Arts,True,False,6 - 8 hours,1 - 2 hours,True,True,False,True,far,trekking,parent#111,Damilola Obi,Male,damilolaobi@gmail.com,"<#30,000",5,Unemployed,Owned,Bachelor's Degree,Married,Urban,older,40,Full-time,Bike,True,None,2344173554352,1004,subject_6,88.79,99.92,57.99,70.33,999,2024-09-13,Fair performance,6,Agricultural Science,60,85.71428571428571,Pass
OGB/2024/111,Ifeanyichukwu Obinna,SS3,16,Female,Yoruba,True,3,Geography,True,True,<6 hours,3 - 4 hours,True,False,True,True,very close,bicycle,parent#112,Ayo Balogun,Male,ayobalogun@gmail.com,"#30,001 - #70,000",3,Unemployed,Owned,Associate Degree,Married,Suburban,older,44,Part-time,Bike,False,None,2343455450949,1011,subject_2,78.61,47.49,77.66,71.42,1007,2024-09-13,Excellent performance,10,English Language,57,81.42857142857143,Fail
OGB/2024/111,Ifeanyichukwu Obinna,SS3,16,Female,Yoruba,True,3,Geography,True,True,<6 hours,3 - 4 hours,True,False,True,True,very close,bicycle,parent#112,Ayo Balogun,Male,ayobalogun@gmail.com,"#30,001 - #70,000",3,Unemployed,Owned,Associate Degree,Married,Suburban,older,44,Part-time,Bike,False,None,2343455450949,1013,subject_1,88.31,85.11,84.28,85.6,1002,2024-10-04,Excellent performance,10,Mathematics,57,81.42857142857143,Pass
OGB/2024/112,Kelechi Tajudeen,Jss 2,10,Male,Igbo,True,1,English Language,True,True,>8 hours,3 - 4 hours,False,True,True,False,far,private/family car,parent#113,Aderonke Abiola,Female,aderonkeabiola@gmail.com,"#70, 001 - #120,000",3,Employed,Rent,High School,Widowed,Suburban,55-64,25,Part-time,Bus,True,PhD,2348160992941,1020,subject_2,93.67,92.75,53.31,69.74,1015,2024-09-30,Very bad performance,0,English Language,64,91.42857142857143,Pass
OGB/2024/112,Kelechi Tajudeen,Jss 2,10,Male,Igbo,True,1,English Language,True,True,>8 hours,3 - 4 hours,False,True,True,False,far,private/family car,parent#113,Aderonke Abiola,Female,aderonkeabiola@gmail.com,"#70, 001 - #120,000",3,Employed,Rent,High School,Widowed,Suburban,55-64,25,Part-time,Bus,True,PhD,2348160992941,1021,subject_6,60.44,68.88,79.22,76.15,1016,2024-09-09,Very bad performance,0,Agricultural Science,64,91.42857142857143,Pass
OGB/2024/113,Olamide Nduka,Jss 3,13,Male,Igbo,True,4,History,True,True,<6 hours,2 - 3 hours,True,False,False,True,far,trekking,parent#114,Amina Ojo,Male,aminaojo@gmail.com,">#200,001",2,Self Employed,Rent,Bachelor's Degree,Divorced,Urban,55-64,2,Part-time,Bike,False,Masters,2341826972878,1027,subject_6,86.71,90.71,71.76,80.09,1024,2024-09-28,Excellent performance,10,Agricultural Science,57,81.42857142857143,Pass
OGB/2024/113,Olamide Nduka,Jss 3,13,Male,Igbo,True,4,History,True,True,<6 hours,2 - 3 hours,True,False,False,True,far,trekking,parent#114,Amina Ojo,Male,aminaojo@gmail.com,">#200,001",2,Self Employed,Rent,Bachelor's Degree,Divorced,Urban,55-64,2,Part-time,Bike,False,Masters,2341826972878,1028,subject_4,53.12,95.86,68.3,71.88,1025,2024-09-22,Good performance,8,Basic Technology,57,81.42857142857143,Pass
OGB/2024/113,Olamide Nduka,Jss 3,13,Male,Igbo,True,4,History,True,True,<6 hours,2 - 3 hours,True,False,False,True,far,trekking,parent#114,Amina Ojo,Male,aminaojo@gmail.com,">#200,001",2,Self Employed,Rent,Bachelor's Degree,Divorced,Urban,55-64,2,Part-time,Bike,False,Masters,2341826972878,1029,subject_10,62.6,84.7,74.63,75.95,1020,2024-09-27,Excellent performance,10,Physical and Health Education,57,81.42857142857143,Pass
OGB/2024/113,Olamide Nduka,Jss 3,13,Male,Igbo,True,4,History,True,True,<6 hours,2 - 3 hours,True,False,False,True,far,trekking,parent#114,Amina Ojo,Male,aminaojo@gmail.com,">#200,001",2,Self Employed,Rent,Bachelor's Degree,Divorced,Urban,55-64,2,Part-time,Bike,False,Masters,2341826972878,1030,subject_3,98.45,60.06,82.25,82.61,1019,2024-10-02,Fair performance,6,Basic Science,57,81.42857142857143,Pass
OGB/2024/113,Olamide Nduka,Jss 3,13,Male,Igbo,True,4,History,True,True,<6 hours,2 - 3 hours,True,False,False,True,far,trekking,parent#114,Amina Ojo,Male,aminaojo@gmail.com,">#200,001",2,Self Employed,Rent,Bachelor's Degree,Divorced,Urban,55-64,2,Part-time,Bike,False,Masters,2341826972878,1031,subject_7,90.78,47.42,91.82,84.76,1023,2024-09-13,Very bad performance,0,Social Studies,57,81.42857142857143,Fail
OGB/2024/113,Olamide Nduka,Jss 3,13,Male,Igbo,True,4,History,True,True,<6 hours,2 - 3 hours,True,False,False,True,far,trekking,parent#114,Amina Ojo,Male,aminaojo@gmail.com,">#200,001",2,Self Employed,Rent,Bachelor's Degree,Divorced,Urban,55-64,2,Part-time,Bike,False,Masters,2341826972878,1032,subject_5,61.16,43.28,71.97,62.32,1018,2024-09-15,Excellent performance,10,Civic Education,57,81.42857142857143,Fail
OGB/2024/113,Olamide Nduka,Jss 3,13,Male,Igbo,True,4,History,True,True,<6 hours,2 - 3 hours,True,False,False,True,far,trekking,parent#114,Amina Ojo,Male,aminaojo@gmail.com,">#200,001",2,Self Employed,Rent,Bachelor's Degree,Divorced,Urban,55-64,2,Part-time,Bike,False,Masters,2341826972878,1033,subject_8,86.83,95.18,93.96,90.41,1022,2024-09-28,Excellent performance,10,Business Studies,57,81.42857142857143,Pass
OGB/2024/114,Ada Olowu,Jss 2,10,Female,Hausa,True,1,Mathematics,True,True,>8 hours,3 - 4 hours,False,True,False,True,far,school bus,parent#115,Damilola Adeyemi,Male,damilolaadeyemi@gmail.com,">#200,001",0,Unemployed,Owned,Master's Degree,Married,Suburban,25-34,44,Full-time,Bike,True,Diploma,2344531811853,1038,subject_2,87.92,76.64,72.92,77.58,1032,2024-09-07,Very bad performance,0,English Language,63,90.0,Pass
OGB/2024/114,Ada Olowu,Jss 2,10,Female,Hausa,True,1,Mathematics,True,True,>8 hours,3 - 4 hours,False,True,False,True,far,school bus,parent#115,Damilola Adeyemi,Male,damilolaadeyemi@gmail.com,">#200,001",0,Unemployed,Owned,Master's Degree,Married,Suburban,25-34,44,Full-time,Bike,True,Diploma,2344531811853,1042,subject_5,66.54,97.29,44.64,61.64,1029,2024-09-23,Fair performance,6,Civic Education,63,90.0,Fail
OGB/2024/115,Damilola Ogunyemi,Jss 2,12,Female,Igbo,True,2,Business Studies,True,True,>8 hours,<1 hour,True,True,False,False,very far,private/family car,parent#116,Ololade Adesina,Male,ololadeadesina@gmail.com,"#70, 001 - #120,000",1,Unemployed,Owned,Bachelor's Degree,Single,Urban,45-54,49,Freelance,Trekking,True,Bachelors,2349784084995,1048,subject_1,93.44,93.98,49.94,68.08,1038,2024-09-08,Excellent performance,10,Mathematics,60,85.71428571428571,Fail
OGB/2024/116,Chinonso Ojo,Jss 1,9,Male,Igbo,True,1,Business Studies,True,True,6 - 8 hours,1 - 2 hours,True,False,True,True,very far,private/family car,parent#117,Ijeoma Onyekachi,Female,ijeomaonyekachi@gmail.com,"#70, 001 - #120,000",2,Employed,Rent,Master's Degree,Divorced,Rural,55-64,28,Freelance,Car,False,PhD,2341770480897,1057,subject_6,83.79,92.5,93.36,93.18,1043,2024-09-18,Fair performance,6,Agricultural Science,60,85.71428571428571,Pass
OGB/2024/117,Nnamdi Awojobi,SS3,15,Male,Igbo,True,3,Computer Studies,True,False,6 - 8 hours,3 - 4 hours,False,False,False,False,very close,tricycle,parent#118,Adebisi Nwodo,Female,adebisinwodo@gmail.com,"#30,001 - #70,000",0,Unemployed,Owned,Associate Degree,Divorced,Rural,55-64,8,Part-time,Bike,True,Masters,2344553129661,1063,subject_25,68.43,53.89,58.75,57.15,1052,2024-10-01,Average performance,4,Commerce,61,87.14285714285714,Pass
OGB/2024/117,Nnamdi Awojobi,SS3,15,Male,Igbo,True,3,Computer Studies,True,False,6 - 8 hours,3 - 4 hours,False,False,False,False,very close,tricycle,parent#118,Adebisi Nwodo,Female,adebisinwodo@gmail.com,"#30,001 - #70,000",0,Unemployed,Owned,Associate Degree,Divorced,Rural,55-64,8,Part-time,Bike,True,Masters,2344553129661,1064,subject_2,76.94,68.42,69.4,73.31,1060,2024-09-09,Very bad performance,0,English Language,61,87.14285714285714,Pass
OGB/2024/117,Nnamdi Awojobi,SS3,15,Male,Igbo,True,3,Computer Studies,True,False,6 - 8 hours,3 - 4 hours,False,False,False,False,very close,tricycle,parent#118,Adebisi Nwodo,Female,adebisinwodo@gmail.com,"#30,001 - #70,000",0,Unemployed,Owned,Associate Degree,Divorced,Rural,55-64,8,Part-time,Bike,True,Masters,2344553129661,1065,subject_18,64.66,74.2,73.97,69.88,1057,2024-09-19,Excellent performance,10,Geography,61,87.14285714285714,Pass
OGB/2024/117,Nnamdi Awojobi,SS3,15,Male,Igbo,True,3,Computer Studies,True,False,6 - 8 hours,3 - 4 hours,False,False,False,False,very close,tricycle,parent#118,Adebisi Nwodo,Female,adebisinwodo@gmail.com,"#30,001 - #70,000",0,Unemployed,Owned,Associate Degree,Divorced,Rural,55-64,8,Part-time,Bike,True,Masters,2344553129661,1068,subject_17,87.42,75.17,51.58,60.58,1051,2024-09-11,Very bad performance,0,Economics,61,87.14285714285714,Pass
OGB/2024/117,Nnamdi Awojobi,SS3,15,Male,Igbo,True,3,Computer Studies,True,False,6 - 8 hours,3 - 4 hours,False,False,False,False,very close,tricycle,parent#118,Adebisi Nwodo,Female,adebisinwodo@gmail.com,"#30,001 - #70,000",0,Unemployed,Owned,Associate Degree,Divorced,Rural,55-64,8,Part-time,Bike,True,Masters,2344553129661,1072,subject_26,53.32,50.95,97.85,78.67,1053,2024-09-08,Good performance,8,Financial Accounting,61,87.14285714285714,Pass
OGB/2024/118,Doyin Fadeyi,SS3,16,Female,Hausa,True,4,English Language,True,True,6 - 8 hours,4 - 6 hours,True,False,True,True,very far,school bus,parent#119,Duru Obinna,Male,duruobinna@gmail.com,">#200,001",1,Self Employed,Rent,PhD,Divorced,Suburban,older,42,Freelance,Trekking,True,Diploma,2341848877400,1077,subject_5,85.32,77.44,70.65,74.01,1068,2024-09-16,Very bad performance,0,Civic Education,63,90.0,Pass
OGB/2024/118,Doyin Fadeyi,SS3,16,Female,Hausa,True,4,English Language,True,True,6 - 8 hours,4 - 6 hours,True,False,True,True,very far,school bus,parent#119,Duru Obinna,Male,duruobinna@gmail.com,">#200,001",1,Self Employed,Rent,PhD,Divorced,Suburban,older,42,Freelance,Trekking,True,Diploma,2341848877400,1078,subject_6,86.73,65.75,98.67,88.04,1064,2024-09-14,Good performance,8,Agricultural Science,63,90.0,Pass
OGB/2024/118,Doyin Fadeyi,SS3,16,Female,Hausa,True,4,English Language,True,True,6 - 8 hours,4 - 6 hours,True,False,True,True,very far,school bus,parent#119,Duru Obinna,Male,duruobinna@gmail.com,">#200,001",1,Self Employed,Rent,PhD,Divorced,Suburban,older,42,Freelance,Trekking,True,Diploma,2341848877400,1081,subject_2,82.44,95.95,66.33,77.94,1067,2024-10-01,Very bad performance,0,English Language,63,90.0,Pass
OGB/2024/119,Ifeanyichukwu Tajudeen,SS2,15,Male,Yoruba,True,0,Civic Education,True,True,>8 hours,> 6 hours,True,False,False,False,close,school bus,parent#120,Kanyinsola Ogunleye,Female,kanyinsolaogunleye@gmail.com,"#120, 001 - #200,000",5,Self Employed,Rent,PhD,Divorced,Rural,older,44,Part-time,Car,True,Masters,2346561982502,1082,subject_1,83.68,78.5,60.72,70.95,1080,2024-10-02,Very bad performance,0,Mathematics,62,88.57142857142857,Pass
OGB/2024/119,Ifeanyichukwu Tajudeen,SS2,15,Male,Yoruba,True,0,Civic Education,True,True,>8 hours,> 6 hours,True,False,False,False,close,school bus,parent#120,Kanyinsola Ogunleye,Female,kanyinsolaogunleye@gmail.com,"#120, 001 - #200,000",5,Self Employed,Rent,PhD,Divorced,Rural,older,44,Part-time,Car,True,Masters,2346561982502,1083,subject_5,61.62,75.13,93.15,81.89,1075,2024-09-24,Very bad performance,0,Civic Education,62,88.57142857142857,Pass
OGB/2024/119,Ifeanyichukwu Tajudeen,SS2,15,Male,Yoruba,True,0,Civic Education,True,True,>8 hours,> 6 hours,True,False,False,False,close,school bus,parent#120,Kanyinsola Ogunleye,Female,kanyinsolaogunleye@gmail.com,"#120, 001 - #200,000",5,Self Employed,Rent,PhD,Divorced,Rural,older,44,Part-time,Car,True,Masters,2346561982502,1084,subject_8,78.25,66.88,52.03,57.34,1074,2024-10-04,Fair performance,6,Business Studies,62,88.57142857142857,Pass
OGB/2024/119,Ifeanyichukwu Tajudeen,SS2,15,Male,Yoruba,True,0,Civic Education,True,True,>8 hours,> 6 hours,True,False,False,False,close,school bus,parent#120,Kanyinsola Ogunleye,Female,kanyinsolaogunleye@gmail.com,"#120, 001 - #200,000",5,Self Employed,Rent,PhD,Divorced,Rural,older,44,Part-time,Car,True,Masters,2346561982502,1085,subject_10,62.64,88.02,72.9,73.21,1079,2024-09-16,Very bad performance,0,Physical and Health Education,62,88.57142857142857,Pass
OGB/2024/119,Ifeanyichukwu Tajudeen,SS2,15,Male,Yoruba,True,0,Civic Education,True,True,>8 hours,> 6 hours,True,False,False,False,close,school bus,parent#120,Kanyinsola Ogunleye,Female,kanyinsolaogunleye@gmail.com,"#120, 001 - #200,000",5,Self Employed,Rent,PhD,Divorced,Rural,older,44,Part-time,Car,True,Masters,2346561982502,1086,subject_9,60.22,98.48,57.79,68.44,1076,2024-10-02,Excellent performance,10,Home Economics,62,88.57142857142857,Pass
OGB/2024/119,Ifeanyichukwu Tajudeen,SS2,15,Male,Yoruba,True,0,Civic Education,True,True,>8 hours,> 6 hours,True,False,False,False,close,school bus,parent#120,Kanyinsola Ogunleye,Female,kanyinsolaogunleye@gmail.com,"#120, 001 - #200,000",5,Self Employed,Rent,PhD,Divorced,Rural,older,44,Part-time,Car,True,Masters,2346561982502,1087,subject_6,53.04,98.21,67.34,71.79,1071,2024-09-21,Fair performance,6,Agricultural Science,62,88.57142857142857,Pass
OGB/2024/119,Ifeanyichukwu Tajudeen,SS2,15,Male,Yoruba,True,0,Civic Education,True,True,>8 hours,> 6 hours,True,False,False,False,close,school bus,parent#120,Kanyinsola Ogunleye,Female,kanyinsolaogunleye@gmail.com,"#120, 001 - #200,000",5,Self Employed,Rent,PhD,Divorced,Rural,older,44,Part-time,Car,True,Masters,2346561982502,1088,subject_7,54.94,67.09,90.98,77.54,1072,2024-09-21,Very bad performance,0,Social Studies,62,88.57142857142857,Pass
OGB/2024/119,Ifeanyichukwu Tajudeen,SS2,15,Male,Yoruba,True,0,Civic Education,True,True,>8 hours,> 6 hours,True,False,False,False,close,school bus,parent#120,Kanyinsola Ogunleye,Female,kanyinsolaogunleye@gmail.com,"#120, 001 - #200,000",5,Self Employed,Rent,PhD,Divorced,Rural,older,44,Part-time,Car,True,Masters,2346561982502,1089,subject_3,56.12,65.47,91.09,77.89,1078,2024-09-07,Excellent performance,10,Basic Science,62,88.57142857142857,Pass
OGB/2024/119,Ifeanyichukwu Tajudeen,SS2,15,Male,Yoruba,True,0,Civic Education,True,True,>8 hours,> 6 hours,True,False,False,False,close,school bus,parent#120,Kanyinsola Ogunleye,Female,kanyinsolaogunleye@gmail.com,"#120, 001 - #200,000",5,Self Employed,Rent,PhD,Divorced,Rural,older,44,Part-time,Car,True,Masters,2346561982502,1090,subject_2,75.62,76.63,70.53,71.09,1077,2024-09-29,Excellent performance,10,English Language,62,88.57142857142857,Pass
OGB/2024/120,Bukola Suleiman,Jss 2,11,Female,Yoruba,True,2,Civic Education,True,True,>8 hours,1 - 2 hours,True,False,False,True,very far,tricycle,parent#121,Ada Ezeani,Female,adaezeani@gmail.com,"#30,001 - #70,000",more than 5,Employed,Owned,Associate Degree,Widowed,Suburban,25-34,14,Part-time,Trekking,True,PhD,2349853109380,1091,subject_3,76.09,85.68,61.79,71.51,1084,2024-10-02,Good performance,8,Basic Science,59,84.28571428571429,Pass
OGB/2024/120,Bukola Suleiman,Jss 2,11,Female,Yoruba,True,2,Civic Education,True,True,>8 hours,1 - 2 hours,True,False,False,True,very far,tricycle,parent#121,Ada Ezeani,Female,adaezeani@gmail.com,"#30,001 - #70,000",more than 5,Employed,Owned,Associate Degree,Widowed,Suburban,25-34,14,Part-time,Trekking,True,PhD,2349853109380,1093,subject_1,61.83,64.08,50.78,52.93,1081,2024-09-13,Excellent performance,10,Mathematics,59,84.28571428571429,Pass
OGB/2024/120,Bukola Suleiman,Jss 2,11,Female,Yoruba,True,2,Civic Education,True,True,>8 hours,1 - 2 hours,True,False,False,True,very far,tricycle,parent#121,Ada Ezeani,Female,adaezeani@gmail.com,"#30,001 - #70,000",more than 5,Employed,Owned,Associate Degree,Widowed,Suburban,25-34,14,Part-time,Trekking,True,PhD,2349853109380,1094,subject_10,61.73,48.43,89.21,74.4,1087,2024-09-12,Fair performance,6,Physical and Health Education,59,84.28571428571429,Fail
OGB/2024/120,Bukola Suleiman,Jss 2,11,Female,Yoruba,True,2,Civic Education,True,True,>8 hours,1 - 2 hours,True,False,False,True,very far,tricycle,parent#121,Ada Ezeani,Female,adaezeani@gmail.com,"#30,001 - #70,000",more than 5,Employed,Owned,Associate Degree,Widowed,Suburban,25-34,14,Part-time,Trekking,True,PhD,2349853109380,1095,subject_5,74.57,43.54,79.72,72.43,1082,2024-10-05,Very bad performance,0,Civic Education,59,84.28571428571429,Fail
OGB/2024/120,Bukola Suleiman,Jss 2,11,Female,Yoruba,True,2,Civic Education,True,True,>8 hours,1 - 2 hours,True,False,False,True,very far,tricycle,parent#121,Ada Ezeani,Female,adaezeani@gmail.com,"#30,001 - #70,000",more than 5,Employed,Owned,Associate Degree,Widowed,Suburban,25-34,14,Part-time,Trekking,True,PhD,2349853109380,1096,subject_9,55.96,76.69,61.47,60.93,1083,2024-09-14,Excellent performance,10,Home Economics,59,84.28571428571429,Pass
OGB/2024/120,Bukola Suleiman,Jss 2,11,Female,Yoruba,True,2,Civic Education,True,True,>8 hours,1 - 2 hours,True,False,False,True,very far,tricycle,parent#121,Ada Ezeani,Female,adaezeani@gmail.com,"#30,001 - #70,000",more than 5,Employed,Owned,Associate Degree,Widowed,Suburban,25-34,14,Part-time,Trekking,True,PhD,2349853109380,1097,subject_7,52.62,57.85,62.03,61.94,1086,2024-09-25,Very bad performance,0,Social Studies,59,84.28571428571429,Pass
